mean,std,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,cost,Class,Layer Index
1493.6080322265625,123.01756286621094,1371.0,1421.0,1452.0,1475.0,1504.0,1525.0,1552.0,1585.0,1622.0,1912.0,20.0,1.0,363
1520.4256591796875,127.9400863647461,1380.0,1437.0,1475.0,1504.0,1532.0,1559.0,1585.0,1616.0,1657.0,1983.0,20.0,1.0,364
1532.794189453125,129.34017944335938,1397.0,1452.0,1490.0,1518.0,1539.0,1566.0,1597.0,1628.0,1674.0,1920.0,20.0,1.0,365
1504.4295654296875,119.62315368652344,1380.0,1429.0,1460.0,1490.0,1511.0,1532.0,1559.0,1591.0,1634.0,1997.0,20.0,1.0,366
1508.4134521484375,125.64997863769531,1380.0,1429.0,1468.0,1490.0,1518.0,1539.0,1566.0,1597.0,1640.0,1976.0,20.0,1.0,367
1539.4649658203125,141.62200927734375,1388.0,1445.0,1490.0,1518.0,1552.0,1578.0,1610.0,1646.0,1696.0,2032.0,20.0,1.0,368
1514.5467529296875,129.44546508789062,1380.0,1437.0,1468.0,1497.0,1525.0,1552.0,1572.0,1610.0,1651.0,1892.0,20.0,1.0,369
1532.15771484375,134.9599609375,1388.0,1452.0,1490.0,1518.0,1546.0,1572.0,1597.0,1628.0,1668.0,1954.0,20.0,1.0,370
1523.2176513671875,139.8846893310547,1380.0,1437.0,1475.0,1511.0,1532.0,1559.0,1591.0,1628.0,1674.0,1939.0,20.0,1.0,371
1533.1632080078125,134.3925018310547,1397.0,1452.0,1490.0,1518.0,1546.0,1572.0,1597.0,1634.0,1674.0,2022.0,20.0,1.0,372
1518.610595703125,131.88394165039062,1380.0,1437.0,1475.0,1504.0,1525.0,1552.0,1578.0,1610.0,1663.0,2116.0,20.0,1.0,373
1508.660888671875,132.68560791015625,1380.0,1429.0,1468.0,1490.0,1518.0,1546.0,1572.0,1604.0,1646.0,1892.0,20.0,1.0,374
1529.3526611328125,145.53521728515625,1371.0,1437.0,1475.0,1511.0,1539.0,1572.0,1604.0,1640.0,1690.0,1939.0,20.0,1.0,375
1508.3621826171875,126.53398132324219,1380.0,1429.0,1468.0,1490.0,1518.0,1539.0,1566.0,1597.0,1646.0,1924.0,20.0,1.0,376
1521.6387939453125,137.97019958496094,1380.0,1437.0,1475.0,1511.0,1532.0,1559.0,1591.0,1622.0,1663.0,1980.0,20.0,1.0,377
1516.2464599609375,130.20216369628906,1380.0,1437.0,1475.0,1504.0,1532.0,1552.0,1578.0,1610.0,1657.0,1928.0,20.0,1.0,378
1509.435546875,127.21221160888672,1380.0,1429.0,1468.0,1490.0,1518.0,1546.0,1572.0,1604.0,1646.0,1900.0,20.0,1.0,379
